Año,Provincia,Poblacion Provincia,Canton,Población Canton
2022,SUCUMBIOS,199014.0,GUAYAQUIL,2735974
2022,SUCUMBIOS,199014.0,CUENCA,421773
2022,SUCUMBIOS,199014.0,MACHALA,283209
2022,SUCUMBIOS,199014.0,AMBATO,201758
2022,ORELLANA,182166.0,QUITO,2044128
2022,ORELLANA,182166.0,GUAYAQUIL,2735974
2022,ORELLANA,182166.0,CUENCA,421773
2022,ORELLANA,182166.0,MACHALA,283209
2022,ORELLANA,182166.0,AMBATO,201758
2022,SANTO DOMINGO DE LOS TSACHILAS,492969.0,QUITO,2044128
2022,SANTO DOMINGO DE LOS TSACHILAS,492969.0,GUAYAQUIL,2735974
2022,SANTO DOMINGO DE LOS TSACHILAS,492969.0,CUENCA,421773
2022,SANTO DOMINGO DE LOS TSACHILAS,492969.0,MACHALA,283209
2022,SANTO DOMINGO DE LOS TSACHILAS,492969.0,AMBATO,201758
2022,SANTA ELENA,385735.0,QUITO,2044128
2022,SANTA ELENA,385735.0,GUAYAQUIL,2735974
2022,SANTA ELENA,385735.0,CUENCA,421773
2022,SANTA ELENA,385735.0,MACHALA,283209
2022,SANTA ELENA,385735.0,AMBATO,201758
2023,AZUAY,801609.0,QUITO,2058148
2023,AZUAY,801609.0,GUAYAQUIL,2754701
2023,AZUAY,801609.0,CUENCA,424651
2023,AZUAY,801609.0,MACHALA,285138
2023,AZUAY,801609.0,AMBATO,203141
2023,BOLIVAR,199078.0,QUITO,2058148
2023,BOLIVAR,199078.0,GUAYAQUIL,2754701
2023,BOLIVAR,199078.0,CUENCA,424651
2023,BOLIVAR,199078.0,MACHALA,285138
2023,BOLIVAR,199078.0,AMBATO,203141
2023,CAÑAR,227578.0,QUITO,2058148
2023,CAÑAR,227578.0,GUAYAQUIL,2754701
2023,CAÑAR,227578.0,CUENCA,424651
2023,CAÑAR,227578.0,MACHALA,285138
2023,CAÑAR,227578.0,AMBATO,203141
2023,CARCHI,172828.0,QUITO,2058148
2023,CARCHI,172828.0,GUAYAQUIL,2754701
2023,CARCHI,172828.0,CUENCA,424651
2023,CARCHI,172828.0,MACHALA,285138
2023,CARCHI,172828.0,AMBATO,203141
2023,COTOPAXI,470210.0,QUITO,2058148
2023,COTOPAXI,470210.0,GUAYAQUIL,2754701
2023,COTOPAXI,470210.0,CUENCA,424651
2023,COTOPAXI,470210.0,MACHALA,285138
2023,COTOPAXI,470210.0,AMBATO,203141
2023,CHIMBORAZO,471933.0,QUITO,2058148
2023,CHIMBORAZO,471933.0,GUAYAQUIL,2754701
2023,CHIMBORAZO,471933.0,CUENCA,424651
2023,CHIMBORAZO,471933.0,MACHALA,285138
2023,CHIMBORAZO,471933.0,AMBATO,203141
2023,EL ORO,714592.0,QUITO,2058148
2023,EL ORO,714592.0,GUAYAQUIL,2754701
2023,EL ORO,714592.0,CUENCA,424651
2023,EL ORO,714592.0,MACHALA,285138
2023,EL ORO,714592.0,AMBATO,203141
2023,ESMERALDAS,553900.0,QUITO,2058148
2023,ESMERALDAS,553900.0,GUAYAQUIL,2754701
2023,ESMERALDAS,553900.0,CUENCA,424651
2023,ESMERALDAS,553900.0,MACHALA,285138
2023,ESMERALDAS,553900.0,AMBATO,203141
2023,GUAYAS,4391923.0,QUITO,2058148
2023,GUAYAS,4391923.0,GUAYAQUIL,2754701
2023,GUAYAS,4391923.0,CUENCA,424651
2023,GUAYAS,4391923.0,MACHALA,285138
2023,GUAYAS,4391923.0,AMBATO,203141
2023,IMBABURA,469879.0,QUITO,2058148
2023,IMBABURA,469879.0,GUAYAQUIL,2754701
2023,IMBABURA,469879.0,CUENCA,424651
2023,IMBABURA,469879.0,MACHALA,285138
2023,IMBABURA,469879.0,AMBATO,203141
2023,LOJA,485421.0,QUITO,2058148
2023,LOJA,485421.0,GUAYAQUIL,2754701
2023,LOJA,485421.0,CUENCA,424651
2023,LOJA,485421.0,MACHALA,285138
2023,LOJA,485421.0,AMBATO,203141
2023,LOS RIOS,898652.0,QUITO,2058148
2023,LOS RIOS,898652.0,GUAYAQUIL,2754701
2023,LOS RIOS,898652.0,CUENCA,424651
2023,LOS RIOS,898652.0,MACHALA,285138
2023,LOS RIOS,898652.0,AMBATO,203141
2023,MANABI,1592840.0,QUITO,2058148
2023,MANABI,1592840.0,GUAYAQUIL,2754701
2023,MANABI,1592840.0,CUENCA,424651
2023,MANABI,1592840.0,MACHALA,285138
2023,MANABI,1592840.0,AMBATO,203141
2023,MORONA SANTIAGO,192508.0,QUITO,2058148
2023,MORONA SANTIAGO,192508.0,GUAYAQUIL,2754701
2023,MORONA SANTIAGO,192508.0,CUENCA,424651
2023,MORONA SANTIAGO,192508.0,MACHALA,285138
2023,MORONA SANTIAGO,192508.0,AMBATO,203141
2023,NAPO,131675.0,QUITO,2058148
2023,NAPO,131675.0,GUAYAQUIL,2754701
2023,NAPO,131675.0,CUENCA,424651
2023,NAPO,131675.0,MACHALA,285138
2023,NAPO,131675.0,AMBATO,203141
2023,PASTAZA,111915.0,QUITO,2058148
2023,PASTAZA,111915.0,GUAYAQUIL,2754701
2023,PASTAZA,111915.0,CUENCA,424651
2023,PASTAZA,111915.0,MACHALA,285138
2023,PASTAZA,111915.0,AMBATO,203141
2023,PICHINCHA,3089473.0,QUITO,2058148
2023,PICHINCHA,3089473.0,GUAYAQUIL,2754701
2023,PICHINCHA,3089473.0,CUENCA,424651
2023,PICHINCHA,3089473.0,MACHALA,285138
2023,PICHINCHA,3089473.0,AMBATO,203141
2023,TUNGURAHUA,563532.0,QUITO,2058148
2023,TUNGURAHUA,563532.0,GUAYAQUIL,2754701
2023,TUNGURAHUA,563532.0,CUENCA,424651
2023,TUNGURAHUA,563532.0,MACHALA,285138
2023,TUNGURAHUA,563532.0,AMBATO,203141
2023,ZAMORA CHINCHIPE,110973.0,QUITO,2058148
2023,ZAMORA CHINCHIPE,110973.0,GUAYAQUIL,2754701
2023,ZAMORA CHINCHIPE,110973.0,CUENCA,424651
2023,ZAMORA CHINCHIPE,110973.0,MACHALA,285138
2023,ZAMORA CHINCHIPE,110973.0,AMBATO,203141
2023,GALAPAGOS,28583.0,QUITO,2058148
2023,GALAPAGOS,28583.0,GUAYAQUIL,2754701
2023,GALAPAGOS,28583.0,CUENCA,424651
2023,GALAPAGOS,28583.0,MACHALA,285138
2023,GALAPAGOS,28583.0,AMBATO,203141
2023,SUCUMBIOS,199014.0,QUITO,2058148
2023,SUCUMBIOS,199014.0,GUAYAQUIL,2754701
2023,SUCUMBIOS,199014.0,CUENCA,424651
2023,SUCUMBIOS,199014.0,MACHALA,285138
2023,SUCUMBIOS,199014.0,AMBATO,203141
2023,ORELLANA,182166.0,QUITO,2058148
2023,ORELLANA,182166.0,GUAYAQUIL,2754701
2023,ORELLANA,182166.0,CUENCA,424651
2023,ORELLANA,182166.0,MACHALA,285138
2023,ORELLANA,182166.0,AMBATO,203141
2023,SANTO DOMINGO DE LOS TSACHILAS,492969.0,QUITO,2058148
2023,SANTO DOMINGO DE LOS TSACHILAS,492969.0,GUAYAQUIL,2754701
2023,SANTO DOMINGO DE LOS TSACHILAS,492969.0,CUENCA,424651
2023,SANTO DOMINGO DE LOS TSACHILAS,492969.0,MACHALA,285138
2023,SANTO DOMINGO DE LOS TSACHILAS,492969.0,AMBATO,203141
2023,SANTA ELENA,385735.0,QUITO,2058148
2023,SANTA ELENA,385735.0,GUAYAQUIL,2754701
2023,SANTA ELENA,385735.0,CUENCA,424651
2023,SANTA ELENA,385735.0,MACHALA,285138
2023,SANTA ELENA,385735.0,AMBATO,203141
